section,language_type,en,ja,positions,followed
section39,word,tragedy,悲劇的な出来事,[],The tragedy must be remembered so as not to be repeated.
section39,word,remember,(～を)覚えている、(～を)覚えておく,[],The tragedy must be remembered so as not to be repeated.
section39,word,so as (not) to do,～なるように、(～ならないように),[],The tragedy must be remembered so as not to be repeated.
section39,word,repeat,(～を)繰り返す,[],The tragedy must be remembered so as not to be repeated.
section40,word,exhibition,展覧会,[],The exhibition offers profound insights into ancient civilization.
section40,word,offer,(物事が)～を提供する[与える],[],The exhibition offers profound insights into ancient civilization.
section40,word,profound,(意味・教養などが)深い,[],The exhibition offers profound insights into ancient civilization.
section40,word,insight (into ～),(～に対する)洞察(力)、深い理解(力),[],The exhibition offers profound insights into ancient civilization.
section40,word,ancient,古代の,[],The exhibition offers profound insights into ancient civilization.
section40,word,civilization,文明,[],The exhibition offers profound insights into ancient civilization.
section40,word,credit A with[for] B,BをA(人)の実績として認める[評価する],[],Giotto is credited with sowing the seeds of the Italian Renaissance.
section40,word,sow,～(種)をまく,[],Giotto is credited with sowing the seeds of the Italian Renaissance.
section40,word,seed,[the-s]（争い・変化などの)種、きっかけ,[],Giotto is credited with sowing the seeds of the Italian Renaissance.
section40,word,renaissance,[the R-]ルネッサンス,[],Giotto is credited with sowing the seeds of the Italian Renaissance.
section40,word,mount,～を載せる[はめ込む],[],"Bob mounted the portrait in a fancy frame, but it was upside down."
section40,word,portrait,肖像画[写真],[],"Bob mounted the portrait in a fancy frame, but it was upside down."
section40,word,fancy,装飾された,[],"Bob mounted the portrait in a fancy frame, but it was upside down."
section40,word,frame,枠、額縁,[],"Bob mounted the portrait in a fancy frame, but it was upside down."
section40,word,upside down,【副】上下逆さまの[に],[],"Bob mounted the portrait in a fancy frame, but it was upside down."
section40,word,magnificent,(外観・景観などが)荘厳な,[],This magnificent cathedral dates back to the Meddle Ages.
section40,word,cathedral,大聖堂,[],This magnificent cathedral dates back to the Meddle Ages.
section40,word,date back to,(起源が)～にまでさかのぼる,[],This magnificent cathedral dates back to the Meddle Ages.
section40,word,Middle Ages,[the-]中世,[],This magnificent cathedral dates back to the Meddle Ages.
section40,word,religion,[複合語で]～の宗教、～教,[],Asian religions inspired him to create splendid sculptures.
section40,word,inspire,～(人)に創作[行動]の意欲を沸かせる,[],Asian religions inspired him to create splendid sculptures.
section40,word,create,～(作品など)を創造する,[],Asian religions inspired him to create splendid sculptures.
section40,word,splendid,すばらしい,[],Asian religions inspired him to create splendid sculptures.
section40,word,sculpture,彫刻作品,[],Asian religions inspired him to create splendid sculptures.
section40,word,explore,～(場所)を探検する,[],They explored the desert in search of buried treasure.
section40,word,desert (1),砂漠,[],They explored the desert in search of buried treasure.
section40,word,in search of,～を求めて,[],They explored the desert in search of buried treasure.
section40,word,bury,～を埋める,[],They explored the desert in search of buried treasure.
section40,word,treasure,宝物,[],They explored the desert in search of buried treasure.
section40,word,millionaire,大富豪,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,insist (on～),(～を)強く主張する,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,acquire,(時間・労力などを費やして)～を獲得する,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,masterpiece,(ある芸術家の)傑作,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,no matter how,たとえどんな[どれだけ]～でも,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,cost (A) ～,(A(人)に)～(金額)の出費[負担]を要求する,[],The millionaire insisted on acquiring the masterpiece no matter how it cost.
section40,word,myth,神話,[],Myths and legends should be handed down from generation to generation.
section40,word,legend,伝説,[],Myths and legends should be handed down from generation to generation.
section40,word,hand ～ down (to A),～を(A(次の世代)に)伝える,[],Myths and legends should be handed down from generation to generation.
section40,word,from generation to generation,代々,[],Myths and legends should be handed down from generation to generation.
section40,word,linguist,言語学者,[],The linguist is fluent in several Chinese dialects.
section40,word,be fluent in,～を流暢に話す,[],The linguist is fluent in several Chinese dialects.
section40,word,several,いくつかの,[],The linguist is fluent in several Chinese dialects.
section40,word,dialect,(ある地域の)方言,[],The linguist is fluent in several Chinese dialects.
section40,word,tribe,部族,[],"The tribe worships its ancestors and speaks its own language, which is not familiar to us."
section40,word,worship,（～(神)を)崇拝する,[],"The tribe worships its ancestors and speaks its own language, which is not familiar to us."
section40,word,ancestor,先祖,[],"The tribe worships its ancestors and speaks its own language, which is not familiar to us."
section40,word,language,(ある国の)言葉,[],"The tribe worships its ancestors and speaks its own language, which is not familiar to us."
section40,word,be familiar to,～によく知られている,[],"The tribe worships its ancestors and speaks its own language, which is not familiar to us."
section40,word,anthropologist,(文化)人類学者,[],The anthropologist says old customs still prevail in the province.
section40,word,custom,(社会などの)慣習,[],The anthropologist says old customs still prevail in the province.
section40,word,prevail,(慣習などが)広く行われている[よく見られる],[],The anthropologist says old customs still prevail in the province.
section40,word,province,(自治)州,[],The anthropologist says old customs still prevail in the province.
section40,word,wicked,(性格などが)意地の悪い,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,witch,魔女,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,cast a spell (on～),(に)呪文[魔法]をかける,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,evil,(行為・考えなどが)とても悪い、邪悪な,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,spell,呪文、魔法,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,turn A into B,AをBに変える,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,bug,虫,[],The wicked witch cast an evil spell on the man and turned him into a bug.
section40,word,proceed,(先に)進む,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,steep,(道などの)傾斜が急な,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,path,細道、小道,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,sole (1),唯一の,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,access,(場所などに)到着する方法[入る方法],[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,border,国境,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,ape,(ゴリラ、チンパンジーなどの)猿、類人猿,[],"They proceeded along the steep path, which was the sole access to the border."
section40,word,emerge,(姿が)現れる,[],"When a big ape emerged from the cave, they got frightened and ran away."
section40,word,cave,洞窟,[],"When a big ape emerged from the cave, they got frightened and ran away."
section40,word,be[get] frightened (of ～ [that ～],(～を)怖がる、(～に)びっくりする,[],"When a big ape emerged from the cave, they got frightened and ran away."
section40,word,run away,逃げる,[],"When a big ape emerged from the cave, they got frightened and ran away."
section40,word,believe it or not,信じてもらえないかもしれないが(本当に),[],"Believe it or not, I saw an alien and then it vanished! ""Give me a break!"""
section40,word,alien,宇宙人,[],"Believe it or not, I saw an alien and then it vanished! ""Give me a break!"""
section40,word,vanish,(突然[完全に])消える,[],"Believe it or not, I saw an alien and then it vanished! ""Give me a break!"""
section40,word,Give me a break.,冗談はよしてくれ,[],"Believe it or not, I saw an alien and then it vanished! ""Give me a break!"""
section41,word,quite a few,かなり多くの(数),[],Quite a few people have been invited to celebrate the couple's anniversary.
section41,word,invite A (to B),Aを(Bに)招待する,[],Quite a few people have been invited to celebrate the couple's anniversary.
section41,word,celebrate,(式などを催して)(～(特別な行事)を)祝う,[],Quite a few people have been invited to celebrate the couple's anniversary.
section41,word,anniversary,記念日,[],Quite a few people have been invited to celebrate the couple's anniversary.
section41,word,it won't be long before ～,～するまでもうすぐだ,[],"It won't be long before everything is ready. In the meantime, help yourself to some snacks."
section41,word,in the meantime,その間に,[],"It won't be long before everything is ready. In the meantime, help yourself to some snacks."
section41,word,help oneself to,[命令文で]～(食べ物など)をご自由にどうぞ,[],"It won't be long before everything is ready. In the meantime, help yourself to some snacks."
section41,word,snack,軽食,[],"It won't be long before everything is ready. In the meantime, help yourself to some snacks."
section41,word,be dressed in,～(服)を着ている,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,loud,(服・色などが)けばけばしい,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,peculiar,奇妙な,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,outfit,服装、衣装,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,stand out,目立つ、際立つ,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,crowd,人込み,[],"Dressed in a loud and peculiar outfit, she stood out in the crowd."
section41,word,touch,～(人)を感動させる,[],All the guests were touched by her hospitality.
section41,word,hospitality,(心のこもった)もてなし,[],All the guests were touched by her hospitality.
section41,word,shabby,(衣装・住居などが)ぼろぼろの、みすぼらしい,[],He shabby clothes were not suitable for the occasion.
section41,word,clothes,衣装、洋服,[],He shabby clothes were not suitable for the occasion.
section41,word,be suitable for[to],～にふさわしい,[],He shabby clothes were not suitable for the occasion.
section41,word,occasion,(特別な)行事、イベント,[],He shabby clothes were not suitable for the occasion.
section41,word,topic,話題,[],That topic is too intimate to share with casual acquaintances.
section41,word,too A(形容詞) to ～,～するにはあまりにA過ぎる,[],That topic is too intimate to share with casual acquaintances.
section41,word,intimate,とても私的な,[],That topic is too intimate to share with casual acquaintances.
section41,word,share A (with B),Aを(Bに)話す,[],That topic is too intimate to share with casual acquaintances.
section41,word,casual,偶然の、何気ない,[],That topic is too intimate to share with casual acquaintances.
section41,word,acquaintance,知人,[],That topic is too intimate to share with casual acquaintances.
section41,word,drunk,酔っ払った,[],"When Tom gets drunk, he gets crude and offensive. Stay away from him."
section41,word,crude,(言葉などが)下品な、卑猥な,[],"When Tom gets drunk, he gets crude and offensive. Stay away from him."
section41,word,offensive,(言葉・態度などが)(人を)不快にさせる,[],"When Tom gets drunk, he gets crude and offensive. Stay away from him."
section41,word,keep[stay] away from,～に近づかない,[],"When Tom gets drunk, he gets crude and offensive. Stay away from him."
section41,word,hardly,ほとんど～ない,[],He could hardly comprehend what she was implying.
section41,word,comprehend,～を理解する,[],He could hardly comprehend what she was implying.
section41,word,imply,～をほのめかす,[],He could hardly comprehend what she was implying.
section41,word,embarrassed,どぎまぎした、恥ずかしい,[],Bob felt embarrassed when he was teased in front of some girls.
section41,word,tease,(しつこく)(～を)からかう,[],Bob felt embarrassed when he was teased in front of some girls.
section41,word,in front of,～の正面に[で],[],Bob felt embarrassed when he was teased in front of some girls.
section41,word,ambiguous,曖昧な,[],His ambiguous reply made her all the more irritated.
section41,word,reply,返事,[],His ambiguous reply made her all the more irritated.
section41,word,all the more,なおさら,[],His ambiguous reply made her all the more irritated.
section41,word,irritate,～をいらいらさせる,[],His ambiguous reply made her all the more irritated.
section41,word,timid,臆病な,[],Bob is very timid and blushes when chatting with girls.
section41,word,blush,赤面する,[],Bob is very timid and blushes when chatting with girls.
section41,word,chat,おしゃべりする,[],Bob is very timid and blushes when chatting with girls.
section41,word,look down on,～(人)を見下す,[],Nick looks down on anyone who comes from a rural area.
section41,word,come from,～の出身である、～から来る,[],Nick looks down on anyone who comes from a rural area.
section41,word,rural,(都会から離れた)地方の,[],Nick looks down on anyone who comes from a rural area.
section41,word,What's the matter (with～) ?,(～が)どうかしたの,[],"What's the matter, Bob? You look so miserable. Leave me alone. It's none of your business."
section41,word,miserable,惨めな、とても不幸な,[],"What's the matter, Bob? You look so miserable. Leave me alone. It's none of your business."
section41,word,leave ～ alone,～をほうっておく,[],"What's the matter, Bob? You look so miserable. Leave me alone. It's none of your business."
section41,word,(It's) none of your business.,あなたには関係ないことだ,[],"What's the matter, Bob? You look so miserable. Leave me alone. It's none of your business."
section41,word,in disguise,【副】変装して,[],"Although Bob was in disguise, I recognized him at a glance."
section41,word,recognize,～が誰[何]だかわかる,[],"Although Bob was in disguise, I recognized him at a glance."
section41,word,at a glance,一目見て,[],"Although Bob was in disguise, I recognized him at a glance."
section41,word,chuckle,くすくす笑う,[],"What are you chuckling about? Bob, you have your sweatshirt on backwards! Oops!"
section41,word,have ～ on,～を身に付けている[着ている],[],"What are you chuckling about? Bob, you have your sweatshirt on backwards! Oops!"
section41,word,sweatshirt,スウェット、トレーナー,[],"What are you chuckling about? Bob, you have your sweatshirt on backwards! Oops!"
section41,word,backward(s),{米}(服を)後ろ前に,[],"What are you chuckling about? Bob, you have your sweatshirt on backwards! Oops!"
section42,word,be good at,～が上手だ,[],He is not good at making friends and always keeps to himself.
section42,word,make friends (with～),(～と)仲良しになる[親しくなる],[],He is not good at making friends and always keeps to himself.
section42,word,keep to oneself,自分の殻に閉じこもる,[],He is not good at making friends and always keeps to himself.
section42,word,belong,(人が)受け入れられる場所にいる,[],"Having found no place he felt he belonged, he was extremely uneasy and lonely."
section42,word,extremely,極度に,[],"Having found no place he felt he belonged, he was extremely uneasy and lonely."
section42,word,uneasy,不安な,[],"Having found no place he felt he belonged, he was extremely uneasy and lonely."
section42,word,lonely,孤独な,[],"Having found no place he felt he belonged, he was extremely uneasy and lonely."
section42,word,pretty,かなり,[],I found it pretty hard to adjust to my new surroundings.
section42,word,adjust to,～に順応する,[],I found it pretty hard to adjust to my new surroundings.
section42,word,surroundings,(自分の周囲の)環境,[],I found it pretty hard to adjust to my new surroundings.
section42,word,utterly,全く,[],I felt utterly out of place among those sophisticated people.
section42,word,out of place,(人・場所などが)場違いの、(人が)浮いてしまって,[],I felt utterly out of place among those sophisticated people.
section42,word,sophisticated,洗練された,[],I felt utterly out of place among those sophisticated people.
section42,word,to tell (you) the truth,実を言うと,[],"To tell the truth, I don't like classical music. On the other hand, Molly is really into it."
section42,word,classical,(音楽ジャンルが)クラシックの,[],"To tell the truth, I don't like classical music. On the other hand, Molly is really into it."
section42,word,on the other hand,しかし一方では,[],"To tell the truth, I don't like classical music. On the other hand, Molly is really into it."
section42,word,be into,～(趣味など)にはまっている,[],"To tell the truth, I don't like classical music. On the other hand, Molly is really into it."
section42,word,derive A from B,BからAを引き出す,[],Bob derives pleasure from observing insects.
section42,word,pleasure,楽しみ,[],Bob derives pleasure from observing insects.
section42,word,observe,～を観察する,[],Bob derives pleasure from observing insects.
section42,word,insect,昆虫,[],Bob derives pleasure from observing insects.
section42,word,How[What] about ～?,～はいかがですか？,[],"How about playing cards or something for a change?Sorry, I'm not up for it."
section42,word,play cards,トランプをする,[],"How about playing cards or something for a change?Sorry, I'm not up for it."
section42,word,A or something,Aか何か,[],"How about playing cards or something for a change?Sorry, I'm not up for it."
section42,word,for a change,気分転換に,[],"How about playing cards or something for a change?Sorry, I'm not up for it."
section42,word,I'm not up for it.,そういう気分じゃないよ,[],"How about playing cards or something for a change?Sorry, I'm not up for it."
section42,word,After you.,お先にどうぞ,[],"After you. ""No pleasure, you go ahead."" ""Thanks."" ""You're welcome."""
section42,word,go ahead,先へ進む,[],"After you. ""No pleasure, you go ahead."" ""Thanks."" ""You're welcome."""
section42,word,You're welcome,どういたしまして,[],"After you. ""No pleasure, you go ahead."" ""Thanks."" ""You're welcome."""
section42,word,niece,姪,[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,sociable,(人が)社交的な,[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,mature,(精神面で)大人になった,[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,for one's age,年の割には,[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,pass for,(本当は違うが)～として通用する,[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,twenty-something,二十歳(かそこら)、二十代(表現をぼかすときに使う),[],His niece is sociable and mature for her age. She could pass for twenty-something.
section42,word,take care (of yourself),(別れの挨拶)(相手を気遣って)じゃあね,[],Take care of yourself and say hi to your family for me.I will. See you later.
section42,word,say hi[hello] to～ (for me),(別れ際などに)～(人)によろしく,[],Take care of yourself and say hi to your family for me.I will. See you later.
section42,word,See you later.,またね,[],Take care of yourself and say hi to your family for me.I will. See you later.
section42,word,look forward to ～ing,～を楽しみをする,[],"I'm looking forward to hearing from you.Sincerely,"
section42,word,hear from,～(人)から(手紙・電話などで)連絡をもらう,[],"I'm looking forward to hearing from you.Sincerely,"
section42,word,Sincerely (yours),敬具,[],"I'm looking forward to hearing from you.Sincerely,"
section43,word,spare,～(時間)を割く,[],Can you spare a minute? I'd like to discuss something of importance to both of us.
section43,word,discuss,～について話し合う,[],Can you spare a minute? I'd like to discuss something of importance to both of us.
section43,word,of importance (to～),(～にとって)重要な,[],Can you spare a minute? I'd like to discuss something of importance to both of us.
section43,word,seem (to be),～のように思える,[],It may seem trivial to you but for me it's worth paying attention to.
section43,word,trivial,些細な,[],It may seem trivial to you but for me it's worth paying attention to.
section43,word,A is worth doing,Aは～するだけの価値がある,[],It may seem trivial to you but for me it's worth paying attention to.
section43,word,pay attention to,～に注意を払う,[],It may seem trivial to you but for me it's worth paying attention to.
section43,word,as far as A is concerned,Aに関しては,[],"As far as Bob is concerned, anything goes. By contrast, Jane is very cautious."
section43,word,anything goes,何でも受け入れる,[],"As far as Bob is concerned, anything goes. By contrast, Jane is very cautious."
section43,word,by[in] contrast,それとは対照的に,[],"As far as Bob is concerned, anything goes. By contrast, Jane is very cautious."
section43,word,cautious,用心[注意]深い、慎重な,[],"As far as Bob is concerned, anything goes. By contrast, Jane is very cautious."
section43,word,awkward,(状況などが)気まずい,[],"After an awkward pause, Bill took her by the hand and dragged her upstairs."
section43,word,pause,(会話などの)間,[],"After an awkward pause, Bill took her by the hand and dragged her upstairs."
section43,word,take ～ by the hand[arm],(どこかへ連れていく目的で)～の手[腕]を取る[つかむ],[],"After an awkward pause, Bill took her by the hand and dragged her upstairs."
section43,word,drag,～(抵抗するもの)を無理に引っ張って進む,[],"After an awkward pause, Bill took her by the hand and dragged her upstairs."
section43,word,upstairs,上の階[二階]へ[に、で],[],"After an awkward pause, Bill took her by the hand and dragged her upstairs."
section43,word,comfort,～を慰める,[],"Bill just wanted to comfort Monica, but she interpreted it as romantic interest."
section43,word,interpret A (as B),Aを(Bの意味に)解釈する,[],"Bill just wanted to comfort Monica, but she interpreted it as romantic interest."
section43,word,romantic,(関係などが)恋愛の,[],"Bill just wanted to comfort Monica, but she interpreted it as romantic interest."
section43,word,interest,興味[関心],[],"Bill just wanted to comfort Monica, but she interpreted it as romantic interest."
section43,word,make sure[certain] (that) ～,～を確かめる,[],"After making sure she was sound asleep, he crept out of the room and set off."
section43,word,sound (2),(眠りが)深く,[],"After making sure she was sound asleep, he crept out of the room and set off."
section43,word,be asleep,眠っている,[],"After making sure she was sound asleep, he crept out of the room and set off."
section43,word,creep,(人に気づかれないように)静かに[忍び足で]歩く,[],"After making sure she was sound asleep, he crept out of the room and set off."
section43,word,set off,(旅行などに)出発する,[],"After making sure she was sound asleep, he crept out of the room and set off."
section43,word,between you and me,ここだけの話だけど,[],"Between you and me, Lisa, I came across Nick passionately embracing a woman."
section43,word,come across,～を偶然見つける,[],"Between you and me, Lisa, I came across Nick passionately embracing a woman."
section43,word,passionately,情熱的に,[],"Between you and me, Lisa, I came across Nick passionately embracing a woman."
section43,word,embrace,(～を)強く抱きしめる,[],"Between you and me, Lisa, I came across Nick passionately embracing a woman."
section43,word,remark,発言,[],Such a remark is open to misunderstanding.
section43,word,be open to,～(批判など)を受けやすい,[],Such a remark is open to misunderstanding.
section43,word,misunderstanding,誤解,[],Such a remark is open to misunderstanding.
section43,word,stand,～に我慢する,[],"I can't stand it anytmore! ""Calm down. I'll come over as soon as possible."""
section43,word,not ～ anymore[any more],もうこれ以上～しない,[],"I can't stand it anytmore! ""Calm down. I'll come over as soon as possible."""
section43,word,calm (～) down,落ち着く,[],"I can't stand it anytmore! ""Calm down. I'll come over as soon as possible."""
section43,word,come over,そこに行く[相手のいる場所に向かう],[],"I can't stand it anytmore! ""Calm down. I'll come over as soon as possible."""
section43,word,as ～ as possible,できるだけ～に,[],"I can't stand it anytmore! ""Calm down. I'll come over as soon as possible."""
section43,word,literally,文字通りの,[],Don't take it literally. He is inclined to exaggerate.
section43,word,be inclined to do,～する傾向がある,[],Don't take it literally. He is inclined to exaggerate.
section43,word,exaggerate,(～を)大げさに表現する,[],Don't take it literally. He is inclined to exaggerate.
section43,word,apologize (to ～) (for A),(Aのことで)(～に)謝罪する,[],"You should apologize to Lisa for making fun of her. ""You went too far this time.Yeah .. I will, sometime when she's in a better mood."""
section43,word,make fun of,～をばかにする,[],"You should apologize to Lisa for making fun of her. ""You went too far this time.Yeah .. I will, sometime when she's in a better mood."""
section43,word,go too far,(相手に対する態度などが)度を越す,[],"You should apologize to Lisa for making fun of her. ""You went too far this time.Yeah .. I will, sometime when she's in a better mood."""
section43,word,sometime,そのうち,[],"You should apologize to Lisa for making fun of her. ""You went too far this time.Yeah .. I will, sometime when she's in a better mood."""
section43,word,be in a good mood,機嫌がいい,[],"You should apologize to Lisa for making fun of her. ""You went too far this time.Yeah .. I will, sometime when she's in a better mood."""
section43,word,get along (well) with,～(人)とうまくやっていく,[],"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
section43,word,once in a while,時々,[],"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
section43,word,think of[about],～しようかと考える,[],"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
section43,word,divorce,(～と)離婚する,[],"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
section43,word,You must be kidding.,冗談でしょう,[],"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
section43,word,in tears,泣きながら,[],"In tears, she tore up his letter and threw it away."
section43,word,tear ～ up,～(薄いもの)を(ずたずたに)引き裂く,[],"In tears, she tore up his letter and threw it away."
section43,word,throw ～ away,～を捨てる,[],"In tears, she tore up his letter and threw it away."
section44,word,deceive,～をだます,[],"Jennifer deceived me! ""You should have known better than to trust her."""
section44,word,should[ought to] have done,～するべきだった(のにしなかった),[],"Jennifer deceived me! ""You should have known better than to trust her."""
section44,word,know better (than to do),(～しないくらいの)分別はある,[],"Jennifer deceived me! ""You should have known better than to trust her."""
section44,word,trust,～を信頼[信用]する,[],"Jennifer deceived me! ""You should have known better than to trust her."""
section44,word,regret doing,～したことを後悔する,[],Tom regretted having wasted a great deal of his life.
section44,word,waste,～を無駄にする,[],Tom regretted having wasted a great deal of his life.
section44,word,a good[great] deal of,(とても)たくさんの～,[],Tom regretted having wasted a great deal of his life.
section44,word,not[never] do without A,～する時はいつも[必ず]Aをする,[],Tom regretted having wasted a great deal of his life.
section44,word,look back (on～),(～を)振り返る[回想する],[],I cannot look back on my adolescence without feeling depressed.
section44,word,adolescence,思春期,[],I cannot look back on my adolescence without feeling depressed.
section44,word,depress,憂鬱な,[],I cannot look back on my adolescence without feeling depressed.
section44,word,leave A for B,A(人)を見捨ててB(別の人)にいく,[],"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
section44,word,guy,男,[],"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
section44,word,be upset,精神的に不安定である,[],"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
section44,word,Not really.,(返答で)そうでもないよ,[],"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
section44,word,be used to,～に慣れている,[],"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
section44,word,(it is) no wonder (that) ～,～ということも不思議ではない[当然だ],[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,show up,(待っていた人が)姿を見せる,[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,see ～ up,～(人)を見送る,[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,How come?,どうして？,[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,break (～) up,(異性と)別れる[関係がこわれる],[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,What a pity[shame]!,それはかわいそうに,[],"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
section44,word,all by oneself,たった一人で,[],Living here all by myself is torture! he sobbed.
section44,word,torture,(罰としての)拷問、(肉体的・精神的な)耐え難い苦痛,[],Living here all by myself is torture! he sobbed.
section44,word,sob,～とすすり[むせび]泣きながら言う,[],Living here all by myself is torture! he sobbed.
section44,word,to be honest (with you),正直に言うと,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,be crazy about,～の熱狂的なファンである,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,brave,勇敢な,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,self-confident,(自分(の能力など)に)自信がある,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,be afraid (of～),(～を)怖がる,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,take[run] a risk,危険を冒す,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,"if I were you, I'd do",私(があなたの立場)だったら～するかな,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,ask ～ out,～(異性)をデートに誘う,[],"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
section44,word,go with,～(異性)と付き合う,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,on and off/ off and on,(長い期間に)したりやめたりを繰り返して,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,for ages,ずいぶんと長い間,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,as ～ as ever,相変わらず～,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,indecisive,決断力のない、優柔不断な,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,it is (about/high) time (that) ～,もう～してもよい時間だ,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,settle down,身を固める,[],"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it about time you settled down?"""
section44,word,it dawns on A that ～,～ということにA(人)が(だんだん)気付いてくる,[],"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
section44,word,be taken in by,～にだまされる,[],"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
section44,word,all along,最初からずっと,[],"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
section44,word,naive,うぶな,[],"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
section44,word,see through,～の正体を見抜く,[],"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
section44,word,even though ～,実際に～だけれども(それでも),[],"Even though she is seeing someone else, I won't give her up."
section44,word,be seeing,～(異性）と付き合っている,[],"Even though she is seeing someone else, I won't give her up."
section44,word,give (～) up,(～を)あきらめる,[],"Even though she is seeing someone else, I won't give her up."
section44,word,What's up?,どうだい調子は？,[],"Hi, Jane. What's up? ""Not much. How about you?"" ""I got married to Jennifer."" ""Wow! Congratulations!"""
